"B14006_001E","B14006_001M","B14006_002E","B14006_002M","B14006_003E","B14006_003M","B14006_004E","B14006_004M","B14006_005E","B14006_005M","B14006_006E","B14006_006M","B14006_007E","B14006_007M","B14006_008E","B14006_008M","B14006_009E","B14006_009M","B14006_010E","B14006_010M","B14006_011E","B14006_011M","B14006_012E","B14006_012M","B14006_013E","B14006_013M","B14006_014E","B14006_014M","B14006_015E","B14006_015M","B14006_016E","B14006_016M","B14006_017E","B14006_017M","B14006_018E","B14006_018M","B14006_019E","B14006_019M","B14006_020E","B14006_020M","B14006_021E","B14006_021M","GEO_ID","NAME"
"3300","211","139","122","100","118","0","11","0","11","24","37","24","37","22","26","30","31","0","11","39","31","3161","213","888","153","60","54","46","37","90","53","203","83","249","97","178","78","62","39","2273","177","1400000US33015003902","Census Tract 39.02, Rockingham County, New Hampshire"
"5262","83","77","62","8","13","0","16","0","16","0","16","0","16","8","13","0","16","0","16","69","62","5185","127","1220","194","112","56","104","50","155","67","167","69","324","98","302","154","56","45","3965","182","1400000US33015004000","Census Tract 40, Rockingham County, New Hampshire"
"3813","72","173","79","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","173","79","3640","116","666","136","47","35","15","23","74","43","196","88","155","70","137","75","42","33","2974","157","1400000US33015050000","Census Tract 500, Rockingham County, New Hampshire"
"4986","55","136","92","27","29","0","16","0","16","0","16","0","16","12","19","15","23","0","16","109","67","4850","105","1206","144","201","75","42","34","260","106","242","71","247","69","123","69","91","71","3644","168","1400000US33015051000","Census Tract 510, Rockingham County, New Hampshire"
"6070","120","118","97","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","118","97","5952","131","1357","177","78","75","39","44","321","190","301","128","403","126","215","102","0","16","4595","177","1400000US33015052000","Census Tract 520, Rockingham County, New Hampshire"
"4436","61","104","71","13","20","0","11","0","11","0","11","0","11","0","11","13","20","0","11","91","67","4332","91","1029","145","35","30","8","13","187","65","271","73","367","108","135","70","26","31","3303","156","1400000US33015053000","Census Tract 530, Rockingham County, New Hampshire"
"4499","97","81","67","12","18","0","11","0","11","0","11","0","11","0","11","12","18","0","11","69","54","4418","122","902","123","87","57","38","36","237","113","194","76","177","81","157","76","12","18","3516","134","1400000US33015054000","Census Tract 540, Rockingham County, New Hampshire"
"5968","293","334","267","156","178","0","16","0","16","51","59","52","60","41","62","12","18","0","16","178","112","5634","358","1167","290","0","16","11","19","294","133","325","182","367","131","102","78","68","60","4467","327","1400000US33015055001","Census Tract 550.01, Rockingham County, New Hampshire"
"4054","291","445","193","112","82","0","11","0","11","12","19","40","61","23","26","0","11","37","56","333","145","3609","287","811","184","28","30","38","31","111","51","134","52","137","78","252","125","111","67","2798","233","1400000US33015055002","Census Tract 550.02, Rockingham County, New Hampshire"
"4382","63","270","151","30","44","0","11","0","11","0","11","30","44","0","11","0","11","0","11","240","117","4112","163","970","129","82","50","7","12","149","69","142","51","371","97","166","73","53","44","3142","145","1400000US33015056000","Census Tract 560, Rockingham County, New Hampshire"
"4217","65","198","94","60","59","0","11","0","11","20","22","20","24","20","30","0","11","0","11","138","67","4019","115","900","202","48","34","21","22","222","47","143","76","108","57","302","194","56","52","3119","193","1400000US33015057000","Census Tract 570, Rockingham County, New Hampshire"
"4876","84","230","154","61","69","0","16","0","16","36","42","0","16","13","20","12","19","0","16","169","100","4646","190","1072","187","89","44","36","34","244","85","143","58","360","109","183","69","17","18","3574","167","1400000US33015058000","Census Tract 580, Rockingham County, New Hampshire"
"6672","110","340","192","80","79","15","23","15","23","31","36","0","16","0","16","19","29","0","16","260","157","6332","246","1164","237","88","65","112","91","351","179","153","91","239","144","149","108","72","55","5168","258","1400000US33015059000","Census Tract 590, Rockingham County, New Hampshire"
"4157","151","119","72","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","119","72","4038","159","1005","105","65","38","73","41","237","78","262","79","280","96","68","43","20","22","3033","142","1400000US33015060000","Census Tract 600, Rockingham County, New Hampshire"
"6565","291","267","148","122","100","0","16","19","26","20","27","36","36","0","16","47","63","0","16","145","81","6298","296","1549","183","127","64","54","51","290","95","367","114","413","116","162","81","136","84","4749","287","1400000US33015061001","Census Tract 610.01, Rockingham County, New Hampshire"
"2410","194","134","65","61","53","0","11","0","11","0","11","10","14","44","55","7","10","0","11","73","36","2276","176","549","68","26","20","20","18","90","30","137","38","160","42","87","43","29","31","1727","143","1400000US33015062000","Census Tract 620, Rockingham County, New Hampshire"
"2962","146","77","27","9","9","0","11","0","11","3","4","3","4","0","11","3","4","0","11","68","24","2885","145","654","75","67","21","12","8","78","26","161","56","185","44","119","47","32","16","2231","117","1400000US33015062500","Census Tract 625, Rockingham County, New Hampshire"
"3761","270","254","117","79","71","9","14","0","11","63","70","0","11","7","11","0","11","0","11","175","69","3507","292","550","113","24","29","38","62","102","57","152","73","70","45","154","80","10","16","2957","288","1400000US33015063001","Census Tract 630.01, Rockingham County, New Hampshire"
"4888","279","165","110","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","165","110","4723","298","774","213","0","11","21","31","323","102","147","74","191","88","92","60","0","11","3949","260","1400000US33015063002","Census Tract 630.02, Rockingham County, New Hampshire"
"2366","161","85","93","27","30","0","11","0","11","19","28","0","11","8","11","0","11","0","11","58","65","2281","183","477","90","49","30","24","17","117","42","136","40","88","63","57","36","6","8","1804","167","1400000US33015064000","Census Tract 640, Rockingham County, New Hampshire"
"7623","300","347","161","12","20","0","16","0","16","0","16","0","16","0","16","0","16","12","20","335","162","7276","296","1471","198","88","62","149","62","304","125","347","129","237","99","277","127","69","46","5805","265","1400000US33015065001","Census Tract 650.01, Rockingham County, New Hampshire"
"2585","227","115","66","17","24","0","11","17","24","0","11","0","11","0","11","0","11","0","11","98","55","2470","231","432","121","0","11","7","10","80","58","139","72","171","64","27","31","8","12","2038","190","1400000US33015065005","Census Tract 650.05, Rockingham County, New Hampshire"
"1508","121","41","22","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","41","22","1467","122","241","56","4","6","0","11","28","29","69","34","93","47","29","37","18","18","1226","111","1400000US33015065006","Census Tract 650.06, Rockingham County, New Hampshire"
"1522","129","23","26","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","23","26","1499","122","212","55","4","6","14","20","32","21","58","28","47","29","38","35","19","19","1287","114","1400000US33015065007","Census Tract 650.07, Rockingham County, New Hampshire"
"1917","261","147","58","18","27","0","11","0","11","5","8","13","19","0","11","0","11","0","11","129","43","1770","257","340","136","0","11","27","31","92","67","13","15","150","101","44","35","14","21","1430","196","1400000US33015065008","Census Tract 650.08, Rockingham County, New Hampshire"
"4387","51","263","140","105","85","0","11","0","11","52","56","0","11","0","11","37","39","16","23","158","67","4124","141","786","199","21","22","27","25","103","53","262","126","229","77","91","53","53","44","3338","214","1400000US33015066000","Census Tract 660, Rockingham County, New Hampshire"
"7282","107","126","93","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","126","93","7156","147","1829","195","194","90","102","56","316","104","557","180","469","186","172","101","19","31","5327","165","1400000US33015067000","Census Tract 670, Rockingham County, New Hampshire"
"6994","301","415","171","135","89","0","16","3","6","9","14","31","48","36","41","36","41","20","26","280","150","6579","326","1480","265","114","64","77","50","301","89","350","97","323","120","264","198","51","57","5099","272","1400000US33015067501","Census Tract 675.01, Rockingham County, New Hampshire"
"3415","268","238","117","134","83","0","11","0","11","0","11","0","11","0","11","110","78","24","27","104","59","3177","271","537","200","10","17","0","11","59","53","78","50","124","93","112","49","154","93","2640","236","1400000US33015067502","Census Tract 675.02, Rockingham County, New Hampshire"
"3791","230","239","111","16","26","0","11","0","11","0","11","0","11","0","11","16","26","0","11","223","101","3552","249","551","112","51","42","11","17","94","49","173","56","136","67","27","33","59","64","3001","249","1400000US33015069100","Census Tract 691, Rockingham County, New Hampshire"
"2729","224","106","49","10","16","0","11","0","11","0","11","0","11","0","11","10","16","0","11","96","46","2623","223","358","100","0","11","15","19","50","57","81","58","53","36","81","61","78","47","2265","222","1400000US33015069200","Census Tract 692, Rockingham County, New Hampshire"
"2046","190","154","89","61","53","0","11","0","11","11","17","11","17","0","11","14","23","25","38","93","52","1892","193","326","109","94","95","21","19","18","15","52","29","43","39","18","21","80","53","1566","146","1400000US33015069300","Census Tract 693, Rockingham County, New Hampshire"
"2905","198","110","50","9","11","0","11","0","11","0","11","7","10","0","11","2","5","0","11","101","52","2795","199","586","119","36","35","0","11","103","45","121","47","173","80","93","56","60","32","2209","199","1400000US33015069700","Census Tract 697, Rockingham County, New Hampshire"
"5325","113","237","173","55","92","0","16","0","16","0","16","12","20","13","21","17","28","13","22","182","133","5088","200","893","161","117","73","89","67","169","80","163","96","153","89","137","78","65","54","4195","193","1400000US33015071000","Census Tract 710, Rockingham County, New Hampshire"
"6023","435","147","128","14","21","0","16","0","16","0","16","0","16","11","18","3","10","0","16","133","124","5876","474","1119","220","80","63","141","104","140","109","198","83","315","128","190","99","55","53","4757","404","1400000US33015100100","Census Tract 1001, Rockingham County, New Hampshire"
"5647","264","402","248","74","71","11","20","34","53","0","16","0","16","29","40","0","16","0","16","328","194","5245","336","1210","228","67","80","0","16","330","130","224","99","224","151","320","118","45","50","4035","316","1400000US33015100200","Census Tract 1002, Rockingham County, New Hampshire"
"4284","263","65","39","22","23","0","11","0","11","0","11","0","11","10","15","11","18","1","2","43","31","4219","265","943","160","62","53","10","16","83","53","164","74","220","77","340","163","64","48","3276","225","1400000US33015100301","Census Tract 1003.01, Rockingham County, New Hampshire"
"4675","299","298","208","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","298","208","4377","336","852","175","56","41","40","52","199","68","204","83","144","67","114","59","95","73","3525","290","1400000US33015100302","Census Tract 1003.02, Rockingham County, New Hampshire"
"7568","511","341","185","83","81","37","56","0","16","0","16","46","66","0","16","0","16","0","16","258","135","7227","553","1333","292","95","60","24","27","267","99","149","78","422","124","321","184","55","50","5894","478","1400000US33015100400","Census Tract 1004, Rockingham County, New Hampshire"
"7442","119","313","187","106","109","0","16","28","40","0","16","27","39","49","76","2","5","0","16","207","129","7129","227","1448","280","30","37","41","44","290","137","281","133","374","148","238","120","194","116","5681","228","1400000US33015101100","Census Tract 1011, Rockingham County, New Hampshire"
"4783","70","179","85","25","27","0","11","0","11","0","11","7","11","18","20","0","11","0","11","154","77","4604","102","1001","171","22","24","37","30","185","79","292","73","191","74","213","130","61","44","3603","164","1400000US33015102100","Census Tract 1021, Rockingham County, New Hampshire"
"6768","103","149","126","44","68","0","16","0","16","0","16","0","16","0","16","44","68","0","16","105","85","6619","187","1493","226","85","60","49","58","381","185","237","134","438","158","266","116","37","40","5126","235","1400000US33015103100","Census Tract 1031, Rockingham County, New Hampshire"
"4434","167","160","141","71","79","0","11","0","11","44","68","0","11","27","42","0","11","0","11","89","74","4274","190","868","235","53","49","0","11","128","64","269","118","206","116","167","96","45","39","3406","214","1400000US33015104101","Census Tract 1041.01, Rockingham County, New Hampshire"
"3889","183","158","76","30","34","0","11","0","11","0","11","19","30","11","19","0","11","0","11","128","68","3731","204","968","144","29","22","32","31","156","73","282","113","269","114","110","61","90","47","2763","178","1400000US33015104102","Census Tract 1041.02, Rockingham County, New Hampshire"
"6246","37","509","239","127","129","0","16","0","16","66","82","61","54","0","16","0","16","0","16","382","174","5737","238","1110","272","19","27","57","64","273","158","157","107","234","151","257","158","113","89","4627","301","1400000US33015105100","Census Tract 1051, Rockingham County, New Hampshire"
"7214","340","54","55","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","54","55","7160","347","1965","212","89","55","142","74","442","138","637","141","381","139","151","64","123","90","5195","317","1400000US33015106101","Census Tract 1061.01, Rockingham County, New Hampshire"
"6774","343","45","52","13","22","0","16","0","16","0","16","0","16","0","16","13","22","0","16","32","37","6729","336","1938","255","167","102","14","22","535","142","472","126","360","106","253","136","137","79","4791","279","1400000US33015106102","Census Tract 1061.02, Rockingham County, New Hampshire"
"3876","247","464","217","57","78","0","11","0","11","0","11","25","43","13","23","0","11","19","41","407","227","3412","247","629","130","55","42","21","25","66","64","157","71","172","86","109","62","49","66","2783","231","1400000US33015106200","Census Tract 1062, Rockingham County, New Hampshire"
"4114","252","116","92","9","15","0","11","0","11","0","11","0","11","0","11","0","11","9","15","107","91","3998","257","806","136","60","45","14","22","216","78","232","75","89","54","96","60","99","75","3192","228","1400000US33015106400","Census Tract 1064, Rockingham County, New Hampshire"
"2417","259","377","177","94","69","0","11","8","12","35","44","11","17","40","46","0","11","0","11","283","137","2040","362","429","161","7","14","27","26","108","85","98","65","115","80","51","33","23","19","1611","263","1400000US33015107100","Census Tract 1071, Rockingham County, New Hampshire"
"6252","261","342","169","99","94","0","16","0","16","26","40","0","16","48","60","0","16","25","41","243","124","5910","278","1213","203","134","77","90","67","252","106","157","74","115","70","353","143","112","76","4697","286","1400000US33015107200","Census Tract 1072, Rockingham County, New Hampshire"
"1057","75","34","42","13","20","0","11","0","11","0","11","13","20","0","11","0","11","0","11","21","23","1023","90","188","47","22","17","4","7","41","23","25","16","34","21","42","21","20","17","835","77","1400000US33015107400","Census Tract 1074, Rockingham County, New Hampshire"
"4637","93","201","119","90","78","0","11","14","20","23","24","19","24","2","4","15","22","17","25","111","69","4436","140","976","122","129","56","44","29","251","70","237","67","181","65","104","53","30","23","3460","161","1400000US33015107500","Census Tract 1075, Rockingham County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015980011","Census Tract 9800.11, Rockingham County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015990000","Census Tract 9900, Rockingham County, New Hampshire"
"2718","297","287","231","258","230","0","11","0","11","0","11","0","11","0","11","247","229","11","16","29","28","2431","225","602","117","37","31","36","34","99","54","149","59","126","48","128","65","27","24","1829","189","1400000US33017080100","Census Tract 801, Strafford County, New Hampshire"
"2529","281","609","265","541","254","0","11","0","11","10","13","8","11","0","11","512","255","11","17","68","62","1920","256","641","133","33","24","34","35","102","52","90","51","99","69","238","115","45","50","1279","194","1400000US33017080202","Census Tract 802.02, Strafford County, New Hampshire"
"1511","226","642","176","581","169","0","16","0","16","0","16","0","16","0","16","488","162","93","56","61","41","869","113","326","86","17","12","12","11","44","23","23","18","6","8","116","63","108","46","543","70","1400000US33017080203","Census Tract 802.03, Strafford County, New Hampshire"
"1612","305","761","255","701","253","0","16","0","16","0","16","0","16","0","16","701","253","0","16","60","39","851","220","373","159","0","16","4","7","58","50","63","51","64","41","165","102","19","18","478","103","1400000US33017080204","Census Tract 802.04, Strafford County, New Hampshire"
"6236","135","99","78","16","14","0","16","0","16","0","16","4","6","0","16","8","10","4","6","83","75","6137","165","1502","206","94","66","117","71","290","111","380","119","268","105","208","123","145","85","4635","229","1400000US33017080500","Census Tract 805, Strafford County, New Hampshire"
"6657","405","679","328","145","130","0","16","0","16","61","72","0","16","27","43","57","64","0","16","534","267","5978","476","1321","207","99","68","98","76","407","170","287","139","222","113","138","76","70","51","4657","397","1400000US33017081100","Census Tract 811, Strafford County, New Hampshire"
"4698","350","318","193","149","148","0","16","0","16","10","17","7","11","5","9","127","146","0","16","169","121","4380","306","837","191","177","123","47","45","144","76","169","72","130","76","108","70","62","58","3543","296","1400000US33017081200","Census Tract 812, Strafford County, New Hampshire"
"4535","418","721","240","205","143","13","24","0","11","44","57","11","21","0","11","87","74","50","59","516","180","3814","401","668","216","38","45","22","35","129","87","128","110","20","25","177","110","154","89","3146","375","1400000US33017081300","Census Tract 813, Strafford County, New Hampshire"
"1936","153","178","108","37","31","0","11","0","11","0","11","0","11","25","28","7","10","5","7","141","83","1758","181","382","122","8","12","5","9","74","44","42","27","80","34","62","37","111","84","1376","151","1400000US33017081400","Census Tract 814, Strafford County, New Hampshire"
"5281","388","628","300","255","156","0","16","24","35","32","37","0","16","0","16","157","133","42","47","373","179","4653","379","556","180","32","44","28","35","74","80","40","47","109","76","109","67","164","103","4097","333","1400000US33017081500","Census Tract 815, Strafford County, New Hampshire"
"6047","387","296","118","43","40","0","16","0","16","15","24","0","16","27","45","1","4","0","16","253","110","5751","387","1536","261","37","58","206","115","266","132","352","120","376","150","247","129","52","55","4215","338","1400000US33017081600","Census Tract 816, Strafford County, New Hampshire"
"2489","38","172","84","12","17","0","11","0","11","6","9","0","11","0","11","6","11","0","11","160","80","2317","96","519","66","21","19","10","11","107","53","146","49","81","38","108","39","46","28","1798","98","1400000US33017082000","Census Tract 820, Strafford County, New Hampshire"
"6744","415","633","290","133","129","92","119","0","16","0","16","0","16","41","51","0","16","0","16","500","196","6111","507","1102","249","85","70","26","41","271","142","275","142","329","114","116","66","0","16","5009","429","1400000US33017083001","Census Tract 830.01, Strafford County, New Hampshire"
"4726","427","281","184","51","61","0","11","0","11","18","28","0","11","33","51","0","11","0","11","230","136","4445","420","898","225","74","66","49","51","154","121","210","103","158","80","97","67","156","87","3547","370","1400000US33017083002","Census Tract 830.02, Strafford County, New Hampshire"
"4688","330","281","126","52","59","29","47","0","11","0","11","0","11","23","37","0","11","0","11","229","93","4407","343","949","258","19","28","78","84","195","139","132","84","250","126","275","135","0","11","3458","254","1400000US33017084100","Census Tract 841, Strafford County, New Hampshire"
"7452","469","697","482","184","238","0","16","0","16","61","87","63","90","44","62","16","27","0","16","513","298","6755","574","1512","332","84","69","96","64","254","109","341","152","311","121","386","176","40","47","5243","382","1400000US33017084200","Census Tract 842, Strafford County, New Hampshire"
"6660","518","738","278","65","58","0","16","0","16","13","19","19","31","2","4","31","47","0","16","673","264","5922","558","1304","331","22","34","78","79","208","116","389","199","271","134","270","146","66","56","4618","466","1400000US33017084300","Census Tract 843, Strafford County, New Hampshire"
"4003","259","651","252","181","92","46","42","16","25","13","20","0","11","42","46","49","60","15","23","470","206","3352","332","734","164","27","32","49","41","171","98","221","99","153","63","98","59","15","24","2618","248","1400000US33017084400","Census Tract 844, Strafford County, New Hampshire"
"4297","323","484","303","162","127","12","18","0","11","26","40","77","81","36","47","11","18","0","11","322","186","3813","348","1049","198","82","65","55","49","242","81","200","87","284","125","164","80","22","23","2764","277","1400000US33017084500","Census Tract 845, Strafford County, New Hampshire"
"2982","321","275","232","84","114","0","11","0","11","0","11","84","114","0","11","0","11","0","11","191","125","2707","378","462","155","25","34","0","11","94","87","82","70","156","82","92","59","13","20","2245","293","1400000US33017084600","Census Tract 846, Strafford County, New Hampshire"
"8827","158","321","199","11","18","0","16","0","16","0","16","0","16","11","18","0","16","0","16","310","198","8506","223","2032","287","134","95","177","103","424","159","750","192","292","117","255","138","0","16","6474","296","1400000US33017085000","Census Tract 850, Strafford County, New Hampshire"
"3947","84","84","70","17","22","0","11","0","11","0","11","0","11","0","11","11","19","6","11","67","65","3863","111","808","168","39","35","36","32","164","75","233","112","198","86","127","69","11","17","3055","160","1400000US33017086000","Census Tract 860, Strafford County, New Hampshire"
"6619","169","664","268","255","132","24","42","25","39","31","40","86","74","89","83","0","16","0","16","409","175","5955","294","980","258","0","16","64","60","176","162","223","110","309","150","186","113","22","38","4975","302","1400000US33017087000","Census Tract 870, Strafford County, New Hampshire"
"4505","67","145","89","12","17","0","11","0","11","0","11","0","11","12","17","0","11","0","11","133","86","4360","107","668","147","31","47","54","48","139","79","133","60","196","90","86","63","29","27","3692","177","1400000US33017088000","Census Tract 880, Strafford County, New Hampshire"
"4337","166","266","113","101","67","0","11","8","10","11","11","8","8","58","52","16","15","0","11","165","60","4071","211","922","163","14","15","76","31","190","64","216","60","218","65","161","46","47","25","3149","168","1400000US33017088500","Census Tract 885, Strafford County, New Hampshire"
"4133","275","307","212","105","127","4","6","5","7","11","17","47","71","28","36","10","9","0","11","202","100","3826","301","838","206","19","16","33","20","161","49","242","67","222","113","127","55","34","22","2988","203","1400000US33019975100","Census Tract 9751, Sullivan County, New Hampshire"
"4857","298","200","118","55","58","0","11","0","11","0","11","31","42","24","27","0","11","0","11","145","75","4657","310","927","157","43","38","73","70","126","43","242","67","263","98","128","72","52","63","3730","266","1400000US33019975200","Census Tract 9752, Sullivan County, New Hampshire"
"3342","66","267","175","56","60","0","11","0","11","0","11","35","53","15","20","6","10","0","11","211","132","3075","184","668","124","39","36","71","58","128","67","130","69","170","69","94","45","36","30","2407","182","1400000US33019975300","Census Tract 9753, Sullivan County, New Hampshire"
"6178","79","765","368","154","115","0","16","0","16","89","99","0","16","58","55","7","11","0","16","611","284","5413","368","1021","316","88","62","67","46","150","97","315","169","268","194","74","62","59","63","4392","380","1400000US33019975400","Census Tract 9754, Sullivan County, New Hampshire"
"2757","225","202","58","18","20","4","9","5","9","0","11","3","6","6","8","0","11","0","11","184","53","2555","216","491","112","51","27","27","20","94","28","94","44","156","65","35","20","34","20","2064","190","1400000US33019975500","Census Tract 9755, Sullivan County, New Hampshire"
"2878","217","291","114","94","72","8","11","2","3","18","22","39","37","8","10","13","18","6","10","197","74","2587","220","341","70","24","15","4","8","84","30","71","24","79","26","70","34","9","7","2246","193","1400000US33019975600","Census Tract 9756, Sullivan County, New Hampshire"
"4914","92","686","262","94","57","0","16","36","43","44","46","6","9","0","16","8","12","0","16","592","236","4228","326","648","218","33","51","44","74","134","84","259","107","161","103","17","27","0","16","3580","335","1400000US33019975700","Census Tract 9757, Sullivan County, New Hampshire"
"4890","331","735","385","218","165","24","31","23","35","77","60","58","55","0","16","36","41","0","16","517","317","4155","382","771","200","70","66","33","32","160","93","176","92","255","114","68","63","9","20","3384","311","1400000US33019975800","Census Tract 9758, Sullivan County, New Hampshire"
"4287","377","469","197","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","469","197","3818","427","687","197","13","23","57","59","161","97","135","92","190","107","98","109","33","53","3131","358","1400000US33019975901","Census Tract 9759.01, Sullivan County, New Hampshire"
"3240","336","776","277","314","173","42","58","0","11","140","119","34","35","52","62","24","27","22","27","462","155","2464","387","339","145","63","74","0","11","42","44","125","80","75","68","10","17","24","45","2125","305","1400000US33019975902","Census Tract 9759.02, Sullivan County, New Hampshire"
"1268723","1101","94702","3735","28502","1599","1331","313","1437","254","5318","618","5071","670","5283","572","7721","869","2341","352","66200","2641","1174021","3717","250546","2447","16631","880","11652","662","48946","1078","55875","1254","59058","1101","42970","1521","15414","801","923475","2929","0400000US33","New Hampshire"
