"B25075_001E","B25075_001M","B25075_002E","B25075_002M","B25075_003E","B25075_003M","B25075_004E","B25075_004M","B25075_005E","B25075_005M","B25075_006E","B25075_006M","B25075_007E","B25075_007M","B25075_008E","B25075_008M","B25075_009E","B25075_009M","B25075_010E","B25075_010M","B25075_011E","B25075_011M","B25075_012E","B25075_012M","B25075_013E","B25075_013M","B25075_014E","B25075_014M","B25075_015E","B25075_015M","B25075_016E","B25075_016M","B25075_017E","B25075_017M","B25075_018E","B25075_018M","B25075_019E","B25075_019M","B25075_020E","B25075_020M","B25075_021E","B25075_021M","B25075_022E","B25075_022M","B25075_023E","B25075_023M","B25075_024E","B25075_024M","B25075_025E","B25075_025M","B25075_026E","B25075_026M","B25075_027E","B25075_027M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $49,999","Margin of Error!!Total:!!$40,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $69,999","Margin of Error!!Total:!!$60,000 to $69,999","Estimate!!Total:!!$70,000 to $79,999","Margin of Error!!Total:!!$70,000 to $79,999","Estimate!!Total:!!$80,000 to $89,999","Margin of Error!!Total:!!$80,000 to $89,999","Estimate!!Total:!!$90,000 to $99,999","Margin of Error!!Total:!!$90,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $174,999","Margin of Error!!Total:!!$150,000 to $174,999","Estimate!!Total:!!$175,000 to $199,999","Margin of Error!!Total:!!$175,000 to $199,999","Estimate!!Total:!!$200,000 to $249,999","Margin of Error!!Total:!!$200,000 to $249,999","Estimate!!Total:!!$250,000 to $299,999","Margin of Error!!Total:!!$250,000 to $299,999","Estimate!!Total:!!$300,000 to $399,999","Margin of Error!!Total:!!$300,000 to $399,999","Estimate!!Total:!!$400,000 to $499,999","Margin of Error!!Total:!!$400,000 to $499,999","Estimate!!Total:!!$500,000 to $749,999","Margin of Error!!Total:!!$500,000 to $749,999","Estimate!!Total:!!$750,000 to $999,999","Margin of Error!!Total:!!$750,000 to $999,999","Estimate!!Total:!!$1,000,000 to $1,499,999","Margin of Error!!Total:!!$1,000,000 to $1,499,999","Estimate!!Total:!!$1,500,000 to $1,999,999","Margin of Error!!Total:!!$1,500,000 to $1,999,999","Estimate!!Total:!!$2,000,000 or more","Margin of Error!!Total:!!$2,000,000 or more","id","Geographic Area Name"
"1453","121","25","28","0","11","0","11","13","19","0","11","0","11","0","11","0","11","0","11","0","11","0","11","6","9","0","11","77","62","29","30","44","31","26","29","262","79","227","63","447","88","165","75","111","61","10","15","11","16","0","11","0","11","1400000US33015056000","Census Tract 560, Rockingham County, New Hampshire"
"1460","120","0","11","8","13","0","11","0","11","0","11","0","11","0","11","24","19","0","11","9","13","52","40","27","43","8","12","58","40","53","35","67","36","148","71","231","74","390","100","207","85","163","77","15","23","0","11","0","11","0","11","0","11","1400000US33015057000","Census Tract 570, Rockingham County, New Hampshire"
"1767","119","0","16","0","16","0","16","0","16","0","16","0","16","0","16","9","14","0","16","0","16","8","12","0","16","0","16","109","87","0","16","17","20","28","27","358","102","403","105","540","130","183","61","75","47","37","55","0","16","0","16","0","16","1400000US33015058000","Census Tract 580, Rockingham County, New Hampshire"
"2288","170","26","30","67","68","29","34","0","16","0","16","11","19","0","16","103","108","0","16","0","16","32","37","15","24","18","32","57","55","30","34","78","85","104","60","382","160","283","105","724","169","190","114","16","25","13","20","86","73","0","16","24","26","1400000US33015059000","Census Tract 590, Rockingham County, New Hampshire"
"1400","110","7","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","11","19","0","11","0","11","11","16","27","29","5","9","33","31","105","48","126","55","397","106","374","106","289","80","15","16","0","11","0","11","0","11","1400000US33015060000","Census Tract 600, Rockingham County, New Hampshire"
"1867","148","19","31","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","14","22","31","34","18","29","71","69","138","88","108","68","231","97","193","89","282","108","295","100","383","121","84","50","0","16","0","16","0","16","1400000US33015061001","Census Tract 610.01, Rockingham County, New Hampshire"
"849","65","7","10","0","11","0","11","0","11","7","10","0","11","0","11","0","11","0","11","4","5","0","11","0","11","0","11","5","7","0","11","9","10","6","8","56","24","185","49","300","57","197","41","73","26","0","11","0","11","0","11","0","11","1400000US33015062000","Census Tract 620, Rockingham County, New Hampshire"
"1024","59","2","4","0","11","0","11","3","4","0","11","4","5","0","11","2","3","0","11","2","5","2","3","0","11","3","5","3","4","2","3","22","17","14","16","43","24","93","28","347","51","194","40","220","36","43","16","10","6","3","4","12","16","1400000US33015062500","Census Tract 625, Rockingham County, New Hampshire"
"845","128","19","20","0","11","0","11","0","11","0","11","0","11","0","11","73","70","15","18","0","11","9","14","26","24","15","17","35","36","21","34","9","14","0","11","82","48","185","87","212","74","133","58","11","16","0","11","0","11","0","11","0","11","1400000US33015063001","Census Tract 630.01, Rockingham County, New Hampshire"
"1755","158","0","11","0","11","0","11","0","11","0","11","25","29","0","11","0","11","15","23","55","44","87","78","48","78","0","11","66","48","28","32","145","80","96","69","243","114","227","118","320","129","143","75","146","63","86","50","0","11","14","24","11","19","1400000US33015063002","Census Tract 630.02, Rockingham County, New Hampshire"
"828","64","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","5","7","0","11","0","11","0","11","39","23","198","61","207","58","260","63","86","40","21","17","7","10","5","8","1400000US33015064000","Census Tract 640, Rockingham County, New Hampshire"
"2834","181","22","34","0","16","0","16","0","16","16","26","0","16","0","16","14","22","0","16","0","16","12","19","26","29","0","16","42","39","35","39","13","21","59","64","188","93","355","124","847","191","709","162","426","133","54","48","0","16","0","16","16","25","1400000US33015065001","Census Tract 650.01, Rockingham County, New Hampshire"
"876","96","0","11","8","13","0","11","0","11","8","12","10","15","0","11","11","17","0","11","0","11","0","11","0","11","11","17","13","20","11","17","19","21","8","13","113","48","68","38","350","95","79","42","143","60","17","19","0","11","7","12","0","11","1400000US33015065005","Census Tract 650.05, Rockingham County, New Hampshire"
"617","59","0","11","0","11","5","7","0","11","0","11","0","11","0","11","5","8","0","11","0","11","5","8","5","7","0","11","4","8","5","8","6","9","12","13","16","16","86","26","106","41","131","44","163","39","33","21","5","7","5","7","25","19","1400000US33015065006","Census Tract 650.06, Rockingham County, New Hampshire"
"554","69","6","10","0","11","0","11","6","9","5","8","0","11","0","11","0","11","0","11","0","11","8","12","0","11","6","8","6","9","5","7","6","8","53","47","43","23","46","22","91","34","144","39","121","59","5","8","3","5","0","11","0","11","1400000US33015065007","Census Tract 650.07, Rockingham County, New Hampshire"
"513","93","0","11","0","11","0","11","0","11","0","11","14","25","0","11","10","19","0","11","5","8","0","11","6","8","0","11","4","7","4","8","10","10","9","10","24","28","96","57","128","58","64","30","77","28","48","36","4","6","0","11","10","11","1400000US33015065008","Census Tract 650.08, Rockingham County, New Hampshire"
"1612","123","8","13","0","11","7","12","0","11","10","15","26","25","0","11","39","42","40","54","49","50","34","42","28","23","0","11","17","19","27","28","20","22","44","46","18","20","128","77","262","83","185","61","390","92","118","57","104","57","33","28","25","25","1400000US33015066000","Census Tract 660, Rockingham County, New Hampshire"
"2487","162","19","30","0","16","0","16","0","16","11","17","0","16","0","16","0","16","10","16","0","16","10","17","0","16","0","16","26","29","14","23","94","95","36","41","135","81","196","95","520","150","636","159","604","141","152","79","24","33","0","16","0","16","1400000US33015067000","Census Tract 670, Rockingham County, New Hampshire"
"1924","173","4","6","0","16","21","31","4","7","0","16","0","16","0","16","0","16","0","16","13","21","0","16","0","16","0","16","14","21","23","37","33","36","55","45","265","88","426","137","621","106","169","63","261","62","13","11","2","5","0","16","0","16","1400000US33015067501","Census Tract 675.01, Rockingham County, New Hampshire"
"757","111","9","14","0","11","0","11","0","11","0","11","8","12","0","11","0","11","8","12","0","11","0","11","0","11","0","11","41","36","57","39","47","49","47","27","166","58","92","53","126","76","69","43","75","41","12","18","0","11","0","11","0","11","1400000US33015067502","Census Tract 675.02, Rockingham County, New Hampshire"
"854","104","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","15","23","0","11","26","32","29","34","64","53","65","44","337","87","163","67","126","80","29","32","0","11","1400000US33015069100","Census Tract 691, Rockingham County, New Hampshire"
"634","80","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","16","18","81","48","134","63","170","60","177","66","35","25","21","22","0","11","0","11","1400000US33015069200","Census Tract 692, Rockingham County, New Hampshire"
"730","77","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","14","47","48","64","36","62","40","155","59","112","53","212","57","69","55","0","11","0","11","0","11","1400000US33015069300","Census Tract 693, Rockingham County, New Hampshire"
"1004","107","11","13","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","13","0","11","0","11","0","11","0","11","8","9","5","10","0","11","2","4","16","16","10","12","34","25","96","47","301","73","208","79","170","85","57","35","77","34","1400000US33015069700","Census Tract 697, Rockingham County, New Hampshire"
"1941","155","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","20","31","0","16","0","16","21","33","33","37","17","27","82","54","218","100","732","175","299","99","227","100","134","88","158","66","1400000US33015071000","Census Tract 710, Rockingham County, New Hampshire"
"2294","153","0","16","0","16","0","16","0","16","17","26","93","119","0","16","0","16","29","33","14","23","15","24","0","16","0","16","70","85","0","16","38","42","84","64","219","146","174","79","526","135","616","142","295","121","96","73","0","16","8","14","0","16","1400000US33015100100","Census Tract 1001, Rockingham County, New Hampshire"
"1503","123","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","56","50","18","24","268","125","487","130","391","121","182","114","54","39","47","50","0","16","0","16","0","16","1400000US33015100200","Census Tract 1002, Rockingham County, New Hampshire"
"1539","133","11","17","0","11","0","11","0","11","0","11","10","15","13","20","29","29","0","11","0","11","28","26","0","11","0","11","19","21","17","19","58","51","59","40","217","88","260","76","615","109","117","59","48","30","20","21","10","15","8","13","0","11","1400000US33015100301","Census Tract 1003.01, Rockingham County, New Hampshire"
"1254","134","0","11","17","19","0","11","8","12","15","26","7","12","0","11","0","11","30","36","23","23","10","15","135","80","23","26","133","101","20","22","26","25","10","15","56","51","140","55","283","98","138","50","166","65","14","17","0","11","0","11","0","11","1400000US33015100302","Census Tract 1003.02, Rockingham County, New Hampshire"
"2416","200","16","25","14","22","0","16","0","16","39","31","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","19","29","7","12","205","84","535","191","961","180","381","148","228","91","0","16","11","17","0","16","0","16","1400000US33015100400","Census Tract 1004, Rockingham County, New Hampshire"
"2548","220","57","74","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","13","20","15","26","0","16","14","21","75","79","90","55","126","61","208","87","325","118","388","147","752","187","310","120","162","102","13","21","0","16","0","16","0","16","1400000US33015101100","Census Tract 1011, Rockingham County, New Hampshire"
"1487","144","0","11","0","11","0","11","0","11","0","11","0","11","10","16","0","11","17","19","0","11","0","11","0","11","10","15","10","16","10","15","38","49","92","43","165","54","265","73","712","121","128","65","30","27","0","11","0","11","0","11","0","11","1400000US33015102100","Census Tract 1021, Rockingham County, New Hampshire"
"2551","169","0","16","0","16","0","16","0","16","0","16","13","21","0","16","13","20","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","44","42","159","94","410","146","946","176","467","141","383","154","99","73","17","27","0","16","0","16","1400000US33015103100","Census Tract 1031, Rockingham County, New Hampshire"
"1365","141","0","11","0","11","0","11","0","11","0","11","0","11","0","11","29","33","0","11","8","14","8","13","29","26","8","14","14","23","91","67","9","14","55","38","202","78","154","77","482","123","222","83","40","36","14","23","0","11","0","11","0","11","1400000US33015104101","Census Tract 1041.01, Rockingham County, New Hampshire"
"1424","113","10","16","0","11","0","11","10","17","0","11","0","11","11","17","0","11","0","11","17","26","0","11","10","15","0","11","0","11","0","11","63","60","31","27","157","76","187","87","569","106","241","71","101","41","7","12","0","11","10","15","0","11","1400000US33015104102","Census Tract 1041.02, Rockingham County, New Hampshire"
"2031","186","28","34","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","32","50","0","16","19","22","108","116","91","62","69","78","362","160","426","140","576","175","110","72","187","122","23","40","0","16","0","16","0","16","1400000US33015105100","Census Tract 1051, Rockingham County, New Hampshire"
"2479","159","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","13","21","197","127","320","128","518","156","541","145","733","167","111","69","46","54","0","16","0","16","1400000US33015106101","Census Tract 1061.01, Rockingham County, New Hampshire"
"2326","151","19","30","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","62","81","0","16","0","16","24","29","118","67","85","49","521","144","503","150","819","172","138","76","37","43","0","16","0","16","1400000US33015106102","Census Tract 1061.02, Rockingham County, New Hampshire"
"1257","136","18","20","20","22","68","56","54","31","65","49","66","37","47","34","115","61","110","75","8","13","21","24","75","68","0","11","27","28","17","19","7","12","0","11","99","58","133","70","186","74","35","29","73","42","0","11","0","11","13","17","0","11","1400000US33015106200","Census Tract 1062, Rockingham County, New Hampshire"
"1355","150","20","27","0","11","0","11","7","13","10","16","0","11","0","11","31","26","0","11","0","11","7","11","0","11","0","11","16","21","27","41","58","79","29","29","199","73","313","105","244","74","205","76","168","68","21","26","0","11","0","11","0","11","1400000US33015106400","Census Tract 1064, Rockingham County, New Hampshire"
"460","83","0","11","0","11","17","19","0","11","0","11","0","11","8","13","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","18","19","99","49","215","69","72","36","31","28","0","11","0","11","0","11","0","11","1400000US33015107100","Census Tract 1071, Rockingham County, New Hampshire"
"1542","146","15","25","0","16","0","16","16","25","12","18","19","27","11","19","20","32","0","16","36","55","0","16","0","16","0","16","0","16","0","16","96","62","35","41","114","61","160","77","430","124","251","98","217","83","32","37","49","44","29","31","0","16","1400000US33015107200","Census Tract 1072, Rockingham County, New Hampshire"
"404","46","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","15","11","66","34","46","22","188","44","72","33","17","14","0","11","0","11","0","11","0","11","1400000US33015107400","Census Tract 1074, Rockingham County, New Hampshire"
"1515","90","4","5","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","7","11","25","41","10","14","9","13","90","56","147","55","301","63","330","86","423","91","96","52","57","25","7","6","9","12","1400000US33015107500","Census Tract 1075, Rockingham County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015980011","Census Tract 9800.11, Rockingham County, New Hampshire"
"0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33015990000","Census Tract 9900, Rockingham County, New Hampshire"
"888","82","0","11","0","11","0","11","0","11","11","16","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","21","23","0","11","66","44","77","44","257","63","301","72","86","45","25","24","35","24","0","11","9","14","1400000US33017080100","Census Tract 801, Strafford County, New Hampshire"
"614","76","0","11","0","11","0","11","0","11","9","13","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","7","12","44","44","58","39","189","69","138","66","127","63","0","11","35","44","0","11","7","12","1400000US33017080202","Census Tract 802.02, Strafford County, New Hampshire"
"203","45","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","10","11","0","16","34","33","5","8","6","9","50","22","88","26","10","11","0","16","0","16","0","16","0","16","0","16","1400000US33017080203","Census Tract 802.03, Strafford County, New Hampshire"
"149","29","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","13","15","31","16","72","25","33","25","0","16","0","16","0","16","0","16","0","16","1400000US33017080204","Census Tract 802.04, Strafford County, New Hampshire"
"2152","166","13","20","0","16","0","16","20","32","0","16","0","16","59","83","51","46","3","5","55","69","0","16","0","16","4","6","13","10","15","23","17","13","41","42","182","89","269","126","774","158","363","124","251","105","14","11","8","11","0","16","0","16","1400000US33017080500","Census Tract 805, Strafford County, New Hampshire"
"1600","201","0","16","17","26","0","16","0","16","0","16","0","16","16","26","16","24","0","16","37","41","51","49","17","28","0","16","104","88","46","44","103","77","152","97","480","166","222","89","214","89","91","60","0","16","16","25","0","16","0","16","18","31","1400000US33017081100","Census Tract 811, Strafford County, New Hampshire"
"1562","156","0","16","0","16","0","16","8","14","23","28","0","16","0","16","10","17","14","23","0","16","0","16","0","16","0","16","47","43","11","17","44","42","53","46","141","71","297","91","487","151","212","115","160","82","55","49","0","16","0","16","0","16","1400000US33017081200","Census Tract 812, Strafford County, New Hampshire"
"765","157","0","11","0","11","0","11","28","35","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","33","40","28","46","22","28","216","97","233","91","143","68","39","47","23","27","0","11","0","11","0","11","0","11","1400000US33017081300","Census Tract 813, Strafford County, New Hampshire"
"248","54","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","9","11","0","11","0","11","18","16","107","45","32","20","11","10","38","20","11","12","9","10","13","15","0","11","0","11","1400000US33017081400","Census Tract 814, Strafford County, New Hampshire"
"1005","176","16","28","0","16","0","16","15","26","0","16","0","16","0","16","0","16","17","35","0","16","0","16","16","26","0","16","19","29","38","33","134","100","91","62","252","108","342","155","48","51","17","28","0","16","0","16","0","16","0","16","0","16","1400000US33017081500","Census Tract 815, Strafford County, New Hampshire"
"1769","165","0","16","0","16","0","16","0","16","16","25","0","16","0","16","14","23","0","16","0","16","0","16","0","16","17","27","21","34","0","16","48","44","86","59","407","150","287","107","456","148","279","109","138","82","0","16","0","16","0","16","0","16","1400000US33017081600","Census Tract 816, Strafford County, New Hampshire"
"798","62","0","11","0","11","0","11","0","11","0","11","6","9","0","11","0","11","0","11","7","9","0","11","10","10","0","11","17","15","60","36","88","48","70","34","165","36","161","45","117","33","32","17","45","25","15","14","5","8","0","11","0","11","1400000US33017082000","Census Tract 820, Strafford County, New Hampshire"
"1262","163","20","32","0","16","17","28","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","19","31","40","44","76","64","87","59","227","103","167","73","238","96","181","87","161","93","0","16","18","28","0","16","11","21","0","16","0","16","1400000US33017083001","Census Tract 830.01, Strafford County, New Hampshire"
"1533","202","0","11","14","24","31","34","54","63","100","71","135","80","49","48","12","20","0","11","0","11","0","11","0","11","0","11","101","93","31","36","266","122","138","75","245","112","229","112","93","78","18","29","0","11","0","11","17","27","0","11","0","11","1400000US33017083002","Census Tract 830.02, Strafford County, New Hampshire"
"1654","154","15","23","12","20","53","50","0","11","106","69","62","74","0","11","37","40","45","42","14","22","54","49","52","49","13","20","67","65","60","46","146","64","154","84","269","124","328","119","105","81","15","24","28","31","0","11","0","11","0","11","19","33","1400000US33017084100","Census Tract 841, Strafford County, New Hampshire"
"2365","235","0","16","73","77","99","85","20","32","35","41","60","67","16","25","15","25","98","67","64","48","51","49","83","55","46","42","181","88","284","120","383","138","191","119","285","122","241","98","29","33","33","46","19","31","0","16","18","30","0","16","41","49","1400000US33017084200","Census Tract 842, Strafford County, New Hampshire"
"1586","189","17","27","10","19","0","16","78","57","0","16","10","17","0","16","0","16","33","39","0","16","30","32","12","19","0","16","114","74","244","101","308","150","142","71","221","119","219","121","121","68","19","31","0","16","0","16","0","16","0","16","8","16","1400000US33017084300","Census Tract 843, Strafford County, New Hampshire"
"1066","132","0","11","0","11","0","11","0","11","8","13","0","11","0","11","0","11","0","11","0","11","12","20","0","11","24","36","64","43","182","72","268","110","109","51","201","80","162","99","10","16","0","11","14","20","0","11","0","11","0","11","12","18","1400000US33017084400","Census Tract 844, Strafford County, New Hampshire"
"983","111","8","14","33","43","9","14","28","42","13","21","12","19","0","11","22","37","18","23","21","23","0","11","56","65","0","11","46","37","42","30","116","51","167","62","169","78","88","47","126","59","9","14","0","11","0","11","0","11","0","11","0","11","1400000US33017084500","Census Tract 845, Strafford County, New Hampshire"
"947","77","9","14","0","11","7","13","0","11","26","24","0","11","0","11","23","22","5","9","15","18","5","9","32","28","9","15","68","36","61","37","102","43","34","26","152","75","207","65","91","43","39","50","10","16","33","27","0","11","0","11","19","27","1400000US33017084600","Census Tract 846, Strafford County, New Hampshire"
"2904","213","17","28","22","36","0","16","19","34","12","20","93","79","13","20","63","61","77","68","0","16","0","16","0","16","0","16","30","36","45","49","93","116","109","119","512","188","456","180","883","193","342","164","92","75","26","44","0","16","0","16","0","16","1400000US33017085000","Census Tract 850, Strafford County, New Hampshire"
"1271","89","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","22","25","8","12","7","11","0","11","45","56","42","25","33","27","37","39","79","39","203","75","235","73","277","95","150","82","115","45","12","15","6","11","0","11","0","11","1400000US33017086000","Census Tract 860, Strafford County, New Hampshire"
"1931","249","0","16","0","16","18","29","0","16","0","16","18","29","0","16","24","39","18","29","61","58","90","80","65","59","153","135","119","85","11","19","283","125","122","88","361","147","342","165","151","102","21","33","56","68","0","16","18","29","0","16","0","16","1400000US33017087000","Census Tract 870, Strafford County, New Hampshire"
"1602","107","9","14","25","29","35","28","40","49","20","23","0","11","0","11","0","11","0","11","39","47","1","12","28","25","0","11","55","40","79","58","204","88","234","79","304","113","293","111","116","66","59","34","0","11","18","23","43","53","0","11","0","11","1400000US33017088000","Census Tract 880, Strafford County, New Hampshire"
"1478","80","0","11","9","10","32","30","11","12","0","11","4","6","0","11","0","11","10","9","13","9","12","10","6","7","13","12","77","26","135","39","130","39","198","46","304","61","264","66","143","42","56","28","22","18","26","27","6","8","0","11","7","11","1400000US33017088500","Census Tract 885, Strafford County, New Hampshire"
"1489","102","15","11","0","11","2","4","5","7","5","7","0","11","0","11","0","11","0","11","14","18","17","13","4","6","4","7","69","36","48","32","66","26","72","28","235","59","200","49","396","71","110","34","171","57","29","16","13","10","11","9","3","4","1400000US33019975100","Census Tract 9751, Sullivan County, New Hampshire"
"1737","193","0","11","7","8","0","11","0","11","0","11","1","3","0","11","15","16","0","11","0","11","2","4","9","9","15","13","63","39","141","84","117","68","146","90","221","86","236","84","388","116","208","91","121","53","0","11","35","56","10","16","2","4","1400000US33019975200","Census Tract 9752, Sullivan County, New Hampshire"
"1044","138","4","8","8","13","0","11","0","11","0","11","0","11","0","11","0","11","9","14","0","11","0","11","0","11","0","11","33","28","5","8","118","69","52","48","93","49","206","80","178","72","148","77","90","59","41","25","37","23","22","23","0","11","1400000US33019975300","Census Tract 9753, Sullivan County, New Hampshire"
"1743","186","0","16","14","22","0","16","0","16","0","16","13","22","0","16","78","74","43","40","53","72","71","55","14","21","35","35","252","115","359","127","233","81","147","87","177","100","77","48","115","91","0","16","62","56","0","16","0","16","0","16","0","16","1400000US33019975400","Census Tract 9754, Sullivan County, New Hampshire"
"1089","93","0","11","0","11","0","11","3","4","9","14","0","11","0","11","0","11","19","19","19","12","20","20","0","11","44","30","52","26","116","31","190","48","105","30","212","71","134","45","110","40","32","14","16","10","2","4","6","6","0","11","0","11","1400000US33019975500","Census Tract 9755, Sullivan County, New Hampshire"
"1094","84","3","4","3","4","5","5","0","11","0","11","0","11","4","5","16","18","0","11","12","8","24","14","32","15","15","11","119","43","96","31","126","36","162","39","164","45","157","42","85","23","46","22","19","9","2","3","4","5","0","11","0","11","1400000US33019975600","Census Tract 9756, Sullivan County, New Hampshire"
"1584","209","35","40","72","69","60","72","7","13","28","32","62","49","13","23","47","54","48","63","120","99","160","117","64","56","12","21","147","88","138","93","149","81","114","82","216","106","61","72","8","13","23","36","0","16","0","16","0","16","0","16","0","16","1400000US33019975700","Census Tract 9757, Sullivan County, New Hampshire"
"1278","153","18","27","11","18","0","16","0","16","0","16","0","16","0","16","16","18","0","16","18","16","22","25","117","67","41","56","320","93","295","99","146","68","102","66","123","71","36","33","13","22","0","16","0","16","0","16","0","16","0","16","0","16","1400000US33019975800","Census Tract 9758, Sullivan County, New Hampshire"
"956","152","0","11","0","11","0","11","0","11","10","17","18","30","0","11","24","29","50","46","24","29","61","54","58","41","114","88","92","58","103","66","206","93","12","20","79","61","38","37","19","29","32","49","0","11","0","11","0","11","16","24","0","11","1400000US33019975901","Census Tract 9759.01, Sullivan County, New Hampshire"
"687","114","0","11","0","11","23","35","0","11","0","11","8","13","0","11","16","20","2","10","45","36","20","25","7","12","27","26","77","49","257","101","141","68","24","23","24","24","16","18","0","11","0","11","0","11","0","11","0","11","0","11","0","11","1400000US33019975902","Census Tract 9759.02, Sullivan County, New Hampshire"
"378178","2687","2166","281","1563","262","2060","284","1868","291","1618","186","1922","263","1406","271","2885","364","3105","412","3214","410","3821","435","3899","380","3460","375","13639","709","16740","811","26954","1065","25801","946","58975","1345","59898","1171","74488","1388","33127","895","24614","996","5710","445","2790","379","966","194","1489","222","0400000US33","New Hampshire"
